Race_ID,Horse_ID,Finish_Time,Gate,Finish Position,Prize,Bloodline,Breed_Type,Fire,Genotype,ClassLevel
WQyynpzP,498375,96.2479,8,3,486000000000000,Buterin,pacer,0,Z268,254
WQyynpzP,598142,96.4788,7,7,0,Finney,elite,0,Z21,290
WQyynpzP,522933,96.6593,1,10,0,Finney,elite,1,Z16,296
WQyynpzP,600826,95.9877,9,2,810000000000000,Buterin,elite,0,Z44,282
WQyynpzP,520433,95.5098,11,1,1944000000000000,Finney,elite,0,Z22,241
WQyynpzP,599968,96.6202,3,8,0,Buterin,elite,0,Z25,300
WQyynpzP,601052,96.4535,5,5,0,Buterin,elite,1,Z22,269
WQyynpzP,210470,96.6588,4,9,0,Buterin,legendary,0,Z12,242
WQyynpzP,596987,96.9354,12,12,0,Finney,elite,0,Z32,282
WQyynpzP,596975,96.2538,6,4,0,Buterin,elite,0,Z21,292
WQyynpzP,484845,96.4691,10,6,0,Buterin,cross,0,Z50,281
WQyynpzP,598780,96.6659,2,11,0,Buterin,elite,1,Z34,258
IeNN38X,353815,94.5575,10,2,0,Finney,exclusive,0,Z9,254
IeNN38X,522256,95.2722,2,11,0,Buterin,elite,1,Z21,289
IeNN38X,448803,93.8655,9,1,0,Buterin,elite,0,Z29,247
IeNN38X,177963,94.7367,5,5,0,Nakamoto,exclusive,0,Z4,291
IeNN38X,462268,94.7918,3,7,0,Finney,elite,0,Z19,225
IeNN38X,485029,94.6941,8,4,0,Buterin,elite,0,Z57,286
IeNN38X,588649,94.8541,4,8,0,Nakamoto,cross,0,Z23,214
IeNN38X,478987,95.1689,11,10,0,Buterin,cross,0,Z41,263
IeNN38X,598689,94.7725,12,6,0,Buterin,cross,1,Z61,269
IeNN38X,391241,94.5723,1,3,0,Buterin,legendary,1,Z16,253
IeNN38X,504294,94.8734,7,9,0,Buterin,pacer,0,Z89,218
IeNN38X,23280,95.5451,6,12,0,Buterin,genesis,0,Z9,260
dK5ay7mu,358514,97.2058,4,4,0,Buterin,legendary,0,Z12,254
dK5ay7mu,594344,97.212,11,6,0,Buterin,cross,0,Z70,251
dK5ay7mu,353815,97.4355,1,10,0,Finney,exclusive,0,Z9,254
dK5ay7mu,416696,97.3284,3,9,0,Buterin,cross,0,Z32,264
dK5ay7mu,12027,97.1954,12,2,0,Buterin,genesis,0,Z9,238
dK5ay7mu,211945,97.203,6,3,0,Szabo,elite,1,Z17,291
dK5ay7mu,208824,97.0752,5,1,0,Szabo,exclusive,1,Z6,296
dK5ay7mu,462268,97.5873,2,11,0,Finney,elite,0,Z19,225
dK5ay7mu,505566,97.2897,7,8,0,Finney,cross,0,Z19,253
dK5ay7mu,486670,97.5894,8,12,0,Buterin,exclusive,0,Z24,261
dK5ay7mu,391241,97.2648,9,7,0,Buterin,legendary,1,Z16,253
dK5ay7mu,410991,97.2104,10,5,0,Szabo,exclusive,0,Z5,294
v7xTe7xM,463805,95.5438,5,3,972000000000000,Finney,elite,0,Z16,260
v7xTe7xM,195630,96.2075,11,11,0,Szabo,exclusive,0,Z10,285
v7xTe7xM,510738,95.8318,9,7,0,Buterin,pacer,0,Z54,261
v7xTe7xM,596717,95.5468,12,4,0,Buterin,elite,0,Z41,289
v7xTe7xM,510005,95.9015,3,8,0,Finney,exclusive,0,Z20,257
v7xTe7xM,395158,95.3682,10,2,1620000000000000,Buterin,legendary,0,Z14,284
v7xTe7xM,588768,95.6463,2,5,0,Buterin,elite,1,Z48,295
v7xTe7xM,595968,95.9071,7,9,0,Szabo,elite,0,Z12,300
v7xTe7xM,400423,95.7974,4,6,0,Buterin,cross,0,Z31,260
v7xTe7xM,593163,95.9925,8,10,0,Buterin,cross,1,Z47,250
v7xTe7xM,526917,95.1989,1,1,3888000000000000,Buterin,elite,0,Z61,264
v7xTe7xM,516634,96.5404,6,12,0,Buterin,exclusive,1,Z35,265
oOXVv4U1,528870,95.1438,4,3,0,Buterin,cross,0,Z34,253
oOXVv4U1,353812,94.5468,12,1,0,Finney,exclusive,0,Z11,264
oOXVv4U1,416696,95.4785,6,8,0,Buterin,cross,0,Z32,264
oOXVv4U1,511259,95.2158,7,5,0,Buterin,elite,0,Z38,264
oOXVv4U1,432067,95.5017,9,9,0,Buterin,elite,0,Z19,252
oOXVv4U1,211945,95.5621,11,10,0,Szabo,elite,1,Z17,291
oOXVv4U1,516072,95.0834,10,2,0,Buterin,exclusive,0,Z18,291
oOXVv4U1,7289,95.1536,2,4,0,Buterin,legendary,1,Z12,266
oOXVv4U1,488247,96.0503,1,12,0,Buterin,cross,1,Z79,296
oOXVv4U1,596058,95.2315,5,6,0,Szabo,cross,0,Z31,273
oOXVv4U1,513043,95.2987,8,7,0,Finney,cross,0,Z37,245
oOXVv4U1,601737,95.5977,3,11,0,Buterin,elite,0,Z38,242
tgPTGvE3,353815,95.2787,7,5,0,Finney,exclusive,0,Z9,254
tgPTGvE3,447451,95.4235,9,8,0,Buterin,elite,1,Z25,289
tgPTGvE3,116012,95.3091,3,6,0,Finney,legendary,0,Z11,266
tgPTGvE3,67159,95.9478,1,10,0,Buterin,exclusive,0,Z12,299
tgPTGvE3,416696,95.0077,5,2,0,Buterin,cross,0,Z32,264
tgPTGvE3,211945,94.3432,12,1,0,Szabo,elite,0,Z17,290
tgPTGvE3,388570,95.2118,2,4,0,Finney,legendary,0,Z10,289
tgPTGvE3,591425,95.3556,8,7,0,Szabo,cross,0,Z18,287
tgPTGvE3,170858,95.7508,11,9,0,Nakamoto,exclusive,0,Z7,250
tgPTGvE3,488247,96.1084,10,11,0,Buterin,cross,1,Z79,296
tgPTGvE3,7289,96.8292,6,12,0,Buterin,legendary,1,Z12,266
tgPTGvE3,431591,95.0281,4,3,0,Buterin,legendary,0,Z13,274
6UPfMYZL,353812,96.3995,9,7,0,Finney,exclusive,1,Z11,263
6UPfMYZL,116012,96.4047,8,8,0,Finney,legendary,0,Z11,266
6UPfMYZL,416696,96.3945,7,6,0,Buterin,cross,0,Z32,264
6UPfMYZL,21709,96.5637,2,10,0,Buterin,genesis,0,Z10,259
6UPfMYZL,168127,96.7932,10,12,0,Finney,exclusive,0,Z17,263
6UPfMYZL,388570,96.2407,3,2,0,Finney,legendary,0,Z10,288
6UPfMYZL,133700,96.3691,6,5,0,Szabo,exclusive,0,Z9,251
6UPfMYZL,7289,95.9463,5,1,0,Buterin,legendary,1,Z12,266
6UPfMYZL,470971,96.5058,11,9,0,Buterin,exclusive,0,Z17,242
6UPfMYZL,582262,96.2832,12,3,0,Buterin,cross,0,Z20,234
6UPfMYZL,463183,96.6375,4,11,0,Buterin,exclusive,0,Z30,264
6UPfMYZL,391241,96.2895,1,4,0,Buterin,legendary,1,Z16,253
7Npmyo7C,503712,94.6865,7,9,0,Buterin,cross,0,Z92,250
7Npmyo7C,590199,93.6466,5,4,0,Buterin,cross,1,Z40,231
7Npmyo7C,502700,93.9207,6,5,0,Buterin,elite,0,Z28,270
7Npmyo7C,520433,94.3221,11,8,0,Finney,elite,0,Z22,241
7Npmyo7C,601052,94.7685,4,10,0,Buterin,elite,1,Z22,269
7Npmyo7C,424623,94.0199,12,6,0,Buterin,elite,0,Z30,256
7Npmyo7C,599968,93.2496,8,1,1944000000000000,Buterin,elite,0,Z25,300
7Npmyo7C,588767,94.8889,2,12,0,Buterin,elite,0,Z56,252
7Npmyo7C,602028,94.0311,10,7,0,Finney,elite,0,Z25,261
7Npmyo7C,594649,93.6435,3,3,486000000000000,Finney,cross,1,Z50,275
7Npmyo7C,484845,94.7948,9,11,0,Buterin,cross,0,Z50,281
7Npmyo7C,601040,93.6156,1,2,810000000000000,Buterin,elite,0,Z27,276
ynhg0TUb,150490,95.604,7,1,0,Buterin,legendary,1,Z12,272
ynhg0TUb,447451,96.0897,12,4,0,Buterin,elite,1,Z25,289
ynhg0TUb,353815,96.1503,2,5,0,Finney,exclusive,0,Z9,254
ynhg0TUb,116012,96.3522,10,9,0,Finney,legendary,0,Z11,266
ynhg0TUb,168127,96.3283,6,8,0,Finney,exclusive,0,Z17,263
ynhg0TUb,479246,95.8947,1,3,0,Buterin,exclusive,0,Z23,243
ynhg0TUb,388570,96.5077,4,11,0,Finney,legendary,1,Z10,288
ynhg0TUb,519784,95.8553,5,2,0,Nakamoto,elite,0,Z10,255
ynhg0TUb,496202,96.4506,9,10,0,Finney,exclusive,0,Z9,249
ynhg0TUb,440586,96.5689,3,12,0,Buterin,elite,0,Z43,223
ynhg0TUb,517752,96.1612,8,6,0,Buterin,cross,0,Z54,252
ynhg0TUb,14443,96.2898,11,7,0,Buterin,genesis,0,Z10,246
nP5KiLzD,353812,95.4708,5,11,0,Finney,exclusive,1,Z11,263
nP5KiLzD,12027,95.1464,6,7,0,Buterin,genesis,0,Z9,238
nP5KiLzD,397708,95.1384,7,6,0,Buterin,elite,1,Z24,291
nP5KiLzD,583050,95.659,2,12,0,Buterin,elite,1,Z31,259
nP5KiLzD,25112,95.152,12,8,0,Buterin,genesis,0,Z9,291
nP5KiLzD,517552,95.1973,10,10,0,Finney,cross,0,Z49,240
nP5KiLzD,496202,94.5325,3,1,0,Finney,exclusive,0,Z9,249
nP5KiLzD,476355,95.1607,9,9,0,Buterin,elite,0,Z22,259
nP5KiLzD,517752,94.9629,11,4,0,Buterin,cross,0,Z54,252
nP5KiLzD,582262,94.9915,4,5,0,Buterin,cross,0,Z20,234
nP5KiLzD,506047,94.9068,8,3,0,Buterin,pacer,0,Z119,254
nP5KiLzD,133075,94.7399,1,2,0,Finney,legendary,0,Z10,265
Q6Qz5qkz,353815,95.7983,4,3,0,Finney,exclusive,0,Z9,254
Q6Qz5qkz,518363,95.7262,11,1,0,Buterin,elite,1,Z25,269
Q6Qz5qkz,397708,96.4758,7,12,0,Buterin,elite,1,Z24,291
Q6Qz5qkz,12027,95.8263,8,4,0,Buterin,genesis,0,Z9,238
Q6Qz5qkz,22285,95.9437,5,7,0,Buterin,genesis,0,Z10,240
Q6Qz5qkz,496202,95.7396,12,2,0,Finney,exclusive,0,Z9,249
Q6Qz5qkz,517752,96.1216,1,9,0,Buterin,cross,0,Z54,252
Q6Qz5qkz,412551,96.2216,6,10,0,Finney,exclusive,1,Z12,291
Q6Qz5qkz,511210,96.0407,10,8,0,Buterin,legendary,0,Z18,223
Q6Qz5qkz,528859,95.8383,3,5,0,Buterin,cross,0,Z268,261
Q6Qz5qkz,523049,95.8968,2,6,0,Buterin,cross,0,Z268,228
Q6Qz5qkz,493722,96.272,9,11,0,Buterin,pacer,0,Z145,225
EBKfFJz,210782,95.2997,3,3,0,Finney,legendary,0,Z13,264
EBKfFJz,522256,95.287,8,2,0,Buterin,elite,0,Z21,289
EBKfFJz,116012,95.4267,9,5,0,Finney,legendary,0,Z11,266
EBKfFJz,129376,95.6475,7,10,0,Buterin,legendary,0,Z13,262
EBKfFJz,12027,95.4561,6,6,0,Buterin,genesis,0,Z9,238
EBKfFJz,495022,95.141,10,1,0,Finney,exclusive,1,Z13,254
EBKfFJz,397708,95.9457,4,11,0,Buterin,elite,1,Z24,291
EBKfFJz,516871,95.9803,1,12,0,Finney,elite,1,Z20,285
EBKfFJz,496202,95.3039,12,4,0,Finney,exclusive,0,Z9,249
EBKfFJz,517752,95.4949,2,8,0,Buterin,cross,0,Z54,252
EBKfFJz,522127,95.6372,11,9,0,Buterin,elite,0,Z27,288
EBKfFJz,143839,95.4944,5,7,0,Nakamoto,exclusive,0,Z4,267
bmPjCsOr,67159,96.46,11,2,0,Buterin,exclusive,0,Z12,299
bmPjCsOr,353812,96.5949,1,5,0,Finney,exclusive,1,Z11,264
bmPjCsOr,479889,96.6297,8,6,0,Buterin,pacer,0,Z268,241
bmPjCsOr,71114,97.0627,12,12,0,Buterin,legendary,1,Z11,253
bmPjCsOr,513646,96.7586,3,8,0,Nakamoto,elite,0,Z8,284
bmPjCsOr,509708,96.8979,7,11,0,Buterin,exclusive,0,Z18,246
bmPjCsOr,484109,96.7558,6,7,0,Finney,cross,0,Z27,295
bmPjCsOr,20736,96.8899,4,10,0,Buterin,genesis,0,Z9,215
bmPjCsOr,594625,96.804,9,9,0,Buterin,exclusive,0,Z18,279
bmPjCsOr,504294,96.5735,2,3,0,Buterin,pacer,0,Z89,219
bmPjCsOr,426043,96.5932,5,4,0,Finney,legendary,1,Z12,285
bmPjCsOr,602107,96.4032,10,1,0,Buterin,cross,0,Z70,232
5R6AWKnO,340876,94.2889,7,8,0,Finney,exclusive,0,Z12,209
5R6AWKnO,353812,92.7315,5,1,0,Finney,exclusive,1,Z11,264
5R6AWKnO,503685,94.4611,9,11,0,Buterin,cross,0,Z22,244
5R6AWKnO,522256,94.3583,6,9,0,Buterin,elite,0,Z21,289
5R6AWKnO,208824,94.0887,11,7,0,Szabo,exclusive,1,Z6,296
5R6AWKnO,424277,93.7288,4,3,0,Szabo,elite,1,Z19,255
5R6AWKnO,437180,94.022,12,6,0,Finney,elite,0,Z18,285
5R6AWKnO,504737,94.4144,1,10,0,Buterin,pacer,0,Z268,258
5R6AWKnO,516072,93.7611,2,4,0,Buterin,exclusive,0,Z18,291
5R6AWKnO,208533,95.7035,10,12,0,Finney,legendary,0,Z10,268
5R6AWKnO,522127,93.5932,8,2,0,Buterin,elite,0,Z27,288
5R6AWKnO,157327,93.854,3,5,0,Nakamoto,exclusive,0,Z4,272
9Qm6sHUA,22440,95.3105,11,1,0,Buterin,genesis,0,Z9,278
9Qm6sHUA,524096,95.5184,2,5,0,Finney,elite,1,Z15,292
9Qm6sHUA,67159,95.7181,3,8,0,Buterin,exclusive,0,Z12,299
9Qm6sHUA,461556,96.246,6,11,0,Finney,pacer,0,Z62,253
9Qm6sHUA,453729,95.5342,7,6,0,Nakamoto,pacer,0,Z26,227
9Qm6sHUA,381898,95.696,9,7,0,Buterin,legendary,0,Z16,262
9Qm6sHUA,20736,96.1431,4,10,0,Buterin,genesis,0,Z9,216
9Qm6sHUA,488741,96.4399,12,12,0,Finney,elite,1,Z18,293
9Qm6sHUA,426891,95.3166,1,2,0,Buterin,cross,0,Z26,272
9Qm6sHUA,429140,95.5023,8,3,0,Finney,exclusive,0,Z16,258
9Qm6sHUA,8033,95.5111,5,4,0,Buterin,genesis,1,Z10,273
9Qm6sHUA,500255,95.8458,10,9,0,Buterin,pacer,0,Z268,246
EqCxttOK,46054,95.8008,8,5,0,Buterin,genesis,1,Z10,274
EqCxttOK,168127,95.6989,4,2,0,Finney,exclusive,0,Z17,263
EqCxttOK,89671,96.0281,6,8,0,Szabo,exclusive,0,Z14,265
EqCxttOK,509708,95.9192,1,6,0,Buterin,exclusive,0,Z18,247
EqCxttOK,147434,95.7092,9,3,0,Finney,legendary,0,Z11,290
EqCxttOK,478461,95.7665,12,4,0,Buterin,exclusive,0,Z14,268
EqCxttOK,176873,96.2323,11,11,0,Buterin,legendary,0,Z12,266
EqCxttOK,208533,96.4109,7,12,0,Finney,legendary,0,Z10,269
EqCxttOK,601603,95.3295,3,1,0,Buterin,elite,1,Z13,250
EqCxttOK,505407,96.0779,2,10,0,Buterin,pacer,0,Z173,289
EqCxttOK,582005,95.9346,10,7,0,Finney,elite,1,Z17,275
EqCxttOK,469793,96.0444,5,9,0,Nakamoto,cross,0,Z8,292
laz3MdVN,353815,95.0602,9,10,0,Finney,exclusive,0,Z9,254
laz3MdVN,176873,94.4759,12,2,0,Buterin,legendary,0,Z12,266
laz3MdVN,478461,95.2449,1,12,0,Buterin,exclusive,1,Z14,268
laz3MdVN,436743,94.7364,11,6,0,Buterin,exclusive,1,Z16,244
laz3MdVN,476355,94.4805,3,4,0,Buterin,elite,0,Z22,259
laz3MdVN,20736,95.07,7,11,0,Buterin,genesis,0,Z9,217
laz3MdVN,491273,94.2213,5,1,0,Buterin,cross,0,Z40,248
laz3MdVN,368596,94.7382,2,7,0,Finney,exclusive,1,Z18,285
laz3MdVN,498147,94.7448,8,8,0,Finney,elite,0,Z18,255
laz3MdVN,505407,94.9823,4,9,0,Buterin,pacer,0,Z173,289
laz3MdVN,14435,94.4795,6,3,0,Buterin,genesis,0,Z9,237
laz3MdVN,582005,94.5677,10,5,0,Finney,elite,0,Z17,275
SEmuR5fo,89671,96.635,3,3,0,Szabo,exclusive,0,Z14,265
SEmuR5fo,491698,97.0711,5,12,0,Buterin,exclusive,1,Z21,290
SEmuR5fo,176873,96.6225,1,2,0,Buterin,legendary,0,Z12,266
SEmuR5fo,508453,96.9115,4,8,0,Buterin,cross,0,Z31,261
SEmuR5fo,582163,97.0009,10,11,0,Buterin,elite,1,Z41,277
SEmuR5fo,476355,96.7568,9,6,0,Buterin,elite,0,Z22,259
SEmuR5fo,595296,96.5059,8,1,0,Finney,elite,1,Z17,264
SEmuR5fo,440586,96.8881,7,7,0,Buterin,elite,0,Z43,224
SEmuR5fo,367068,96.9116,2,9,0,Buterin,exclusive,0,Z12,245
SEmuR5fo,505407,96.7273,6,4,0,Buterin,pacer,0,Z173,288
SEmuR5fo,391044,96.7505,12,5,0,Finney,exclusive,0,Z17,241
SEmuR5fo,474203,96.9289,11,10,0,Finney,exclusive,0,Z21,264
rYa68t3O,587504,96.5933,7,6,0,Nakamoto,elite,0,Z10,300
rYa68t3O,592428,96.2805,6,1,3888000000000000,Buterin,elite,0,Z30,242
rYa68t3O,25081,97.0223,10,10,0,Buterin,genesis,1,Z9,300
rYa68t3O,588393,97.2134,2,11,0,Nakamoto,elite,0,Z4,300
rYa68t3O,397710,96.4483,3,5,0,Buterin,legendary,0,Z19,277
rYa68t3O,26860,96.4137,8,3,972000000000000,Buterin,genesis,1,Z9,294
rYa68t3O,133846,96.6827,12,7,0,Nakamoto,exclusive,1,Z3,300
rYa68t3O,595296,97.3005,9,12,0,Finney,elite,0,Z17,264
rYa68t3O,593593,96.4296,5,4,0,Buterin,elite,0,Z42,294
rYa68t3O,461815,96.7143,4,8,0,Buterin,elite,0,Z20,296
rYa68t3O,599069,96.8448,11,9,0,Buterin,exclusive,0,Z30,294
rYa68t3O,499198,96.4116,1,2,1620000000000000,Buterin,pacer,0,Z268,285
EnxstStL,491698,94.7796,2,11,0,Buterin,exclusive,1,Z21,290
EnxstStL,582163,92.8117,7,1,0,Buterin,elite,0,Z41,277
EnxstStL,476355,94.33,1,6,0,Buterin,elite,0,Z22,259
EnxstStL,595296,94.3194,9,5,0,Finney,elite,1,Z17,264
EnxstStL,573929,94.4171,3,8,0,Buterin,elite,0,Z22,284
EnxstStL,387784,94.2228,8,4,0,Finney,exclusive,0,Z14,290
EnxstStL,505407,94.3549,4,7,0,Buterin,pacer,0,Z173,288
EnxstStL,47256,95.0447,12,12,0,Buterin,genesis,0,Z10,237
EnxstStL,471294,94.4323,11,9,0,Szabo,elite,0,Z20,258
EnxstStL,401503,94.5364,10,10,0,Buterin,exclusive,1,Z19,273
EnxstStL,474203,93.8142,5,2,0,Finney,exclusive,0,Z21,264
EnxstStL,217118,94.0718,6,3,0,Finney,legendary,0,Z8,267
5CKXQbGi,491698,96.1667,2,7,0,Buterin,exclusive,1,Z21,290
5CKXQbGi,196890,95.4872,11,1,0,Nakamoto,elite,1,Z6,274
5CKXQbGi,591425,96.2245,12,8,0,Szabo,cross,0,Z18,287
5CKXQbGi,582163,96.5186,7,12,0,Buterin,elite,0,Z41,277
5CKXQbGi,518363,95.9761,1,4,0,Buterin,elite,0,Z25,269
5CKXQbGi,369089,96.3578,10,11,0,Buterin,legendary,0,Z17,249
5CKXQbGi,489182,95.8451,6,2,0,Buterin,pacer,0,Z268,234
5CKXQbGi,195743,96.0216,9,6,0,Finney,legendary,1,Z8,267
5CKXQbGi,505407,95.9808,8,5,0,Buterin,pacer,0,Z173,288
5CKXQbGi,459078,96.2288,5,9,0,Nakamoto,cross,0,Z20,279
5CKXQbGi,474203,95.952,4,3,0,Finney,exclusive,0,Z21,264
5CKXQbGi,471294,96.233,3,10,0,Szabo,elite,0,Z20,258
W9JowMqu,452422,95.8879,8,2,0,Szabo,exclusive,0,Z9,259
W9JowMqu,353812,97.0844,6,12,0,Finney,exclusive,1,Z11,264
W9JowMqu,491698,96.9569,7,11,0,Buterin,exclusive,1,Z21,290
W9JowMqu,71114,96.1306,12,8,0,Buterin,legendary,0,Z11,253
W9JowMqu,486620,96.0715,1,6,0,Buterin,cross,0,Z72,267
W9JowMqu,518363,96.4699,4,10,0,Buterin,elite,1,Z25,269
W9JowMqu,407840,96.3646,11,9,0,Buterin,exclusive,0,Z24,257
W9JowMqu,483412,96.0768,9,7,0,Buterin,pacer,0,Z268,262
W9JowMqu,474203,95.7016,3,1,0,Finney,exclusive,0,Z21,264
W9JowMqu,471294,95.9205,2,3,0,Szabo,elite,0,Z20,258
W9JowMqu,90213,95.9836,5,4,0,Finney,legendary,0,Z10,262
W9JowMqu,528859,95.9942,10,5,0,Buterin,cross,0,Z268,261
E6Lhs9bd,583349,96.5606,8,12,0,Finney,cross,1,Z46,300
E6Lhs9bd,25081,95.9305,2,5,0,Buterin,genesis,0,Z9,300
E6Lhs9bd,523212,95.9851,5,6,0,Finney,elite,0,Z20,300
E6Lhs9bd,593160,96.1207,10,8,0,Buterin,elite,1,Z27,299
E6Lhs9bd,437180,95.5236,3,3,2430000000000000,Finney,elite,0,Z18,285
E6Lhs9bd,26860,95.6389,7,4,0,Buterin,genesis,0,Z9,294
E6Lhs9bd,521795,95.2924,6,1,9720000000000000,Buterin,cross,0,Z43,300
E6Lhs9bd,526039,96.4604,11,11,0,Buterin,elite,1,Z25,296
E6Lhs9bd,593396,96.0561,9,7,0,Buterin,elite,0,Z35,300
E6Lhs9bd,172853,95.3952,12,2,4050000000000000,Finney,legendary,0,Z10,267
E6Lhs9bd,193903,96.254,1,9,0,Nakamoto,exclusive,0,Z6,300
E6Lhs9bd,366474,96.256,4,10,0,Buterin,exclusive,0,Z25,300
joBdFjLG,106292,96.1775,1,8,0,Finney,exclusive,1,Z11,300
joBdFjLG,154312,94.6792,9,4,0,Buterin,legendary,0,Z15,278
joBdFjLG,9522,96.3171,2,9,0,Szabo,elite,0,Z8,241
joBdFjLG,48647,96.4317,6,11,0,Buterin,legendary,1,Z16,275
joBdFjLG,143054,99.905,8,12,0,Finney,elite,0,Z20,300
joBdFjLG,65117,94.6735,10,3,5022000000000000,Buterin,elite,0,Z13,252
joBdFjLG,129100,93.7846,5,1,20088000000000000,Buterin,exclusive,1,Z27,283
joBdFjLG,88898,95.1019,3,6,0,Finney,elite,0,Z34,300
joBdFjLG,33388,95.7737,4,7,0,Buterin,legendary,0,Z18,280
joBdFjLG,587909,94.7923,7,5,0,Buterin,cross,0,Z36,300
joBdFjLG,7046,96.3532,12,10,0,Nakamoto,elite,0,Z7,300
joBdFjLG,117107,94.5168,11,2,8370000000000000,Nakamoto,exclusive,0,Z8,282
BxSbFP71,498375,94.5535,5,10,0,Buterin,pacer,0,Z268,254
BxSbFP71,480820,94.179,8,5,0,Nakamoto,cross,0,Z7,274
BxSbFP71,518363,93.7294,4,1,0,Buterin,elite,1,Z25,269
BxSbFP71,369089,94.1631,10,4,0,Buterin,legendary,0,Z17,249
BxSbFP71,486620,94.2985,11,6,0,Buterin,cross,1,Z72,267
BxSbFP71,177963,94.3502,2,7,0,Nakamoto,exclusive,0,Z4,291
BxSbFP71,20736,94.7641,9,12,0,Buterin,genesis,0,Z9,217
BxSbFP71,483412,94.465,7,8,0,Buterin,pacer,0,Z268,262
BxSbFP71,367068,94.5462,3,9,0,Buterin,exclusive,0,Z12,245
BxSbFP71,471294,94.7385,6,11,0,Szabo,elite,0,Z20,258
BxSbFP71,433430,94.0799,12,3,0,Finney,exclusive,1,Z20,300
BxSbFP71,18008,93.9444,1,2,0,Finney,legendary,0,Z10,257
bmyWl9S,444211,94.2493,7,2,810000000000000,Buterin,exclusive,0,Z13,300
bmyWl9S,601314,95.7644,1,8,0,Finney,elite,0,Z12,272
bmyWl9S,419953,94.8891,11,4,0,Buterin,cross,0,Z31,272
bmyWl9S,601315,96.1346,12,11,0,Buterin,elite,0,Z20,253
bmyWl9S,428013,94.857,3,3,486000000000000,Buterin,exclusive,0,Z21,293
bmyWl9S,587093,95.9207,10,10,0,Buterin,elite,0,Z46,284
bmyWl9S,593593,93.5056,8,1,1944000000000000,Buterin,elite,1,Z42,294
bmyWl9S,424623,95.5393,4,7,0,Buterin,elite,0,Z30,256
bmyWl9S,593187,94.9326,9,5,0,Buterin,elite,0,Z38,256
bmyWl9S,484845,95.4052,5,6,0,Buterin,cross,1,Z50,281
bmyWl9S,600327,96.7267,6,12,0,Buterin,exclusive,1,Z33,295
bmyWl9S,486139,95.9024,2,9,0,Buterin,pacer,0,Z268,257
rFEUOXJ,428631,96.8333,5,12,0,Buterin,elite,0,Z28,256
rFEUOXJ,353812,95.6537,3,1,0,Finney,exclusive,1,Z11,264
rFEUOXJ,485847,95.9081,2,2,0,Buterin,pacer,0,Z268,259
rFEUOXJ,67159,96.1888,12,5,0,Buterin,exclusive,0,Z12,299
rFEUOXJ,486620,96.1601,9,3,0,Buterin,cross,1,Z72,267
rFEUOXJ,177963,96.3236,4,6,0,Nakamoto,exclusive,0,Z4,291
rFEUOXJ,516871,96.6079,11,8,0,Finney,elite,1,Z20,285
rFEUOXJ,465042,96.7496,6,11,0,Buterin,cross,0,Z47,268
rFEUOXJ,393706,96.6846,1,10,0,Buterin,exclusive,0,Z16,295
rFEUOXJ,14435,96.1644,7,4,0,Buterin,genesis,0,Z9,237
rFEUOXJ,581985,96.5802,10,7,0,Buterin,elite,0,Z38,279
rFEUOXJ,18008,96.6294,8,9,0,Finney,legendary,0,Z10,257
OvUy02Sc,485847,96.1961,1,8,0,Buterin,pacer,0,Z268,259
OvUy02Sc,508453,96.0066,3,2,0,Buterin,cross,0,Z31,261
OvUy02Sc,486620,96.2951,8,10,0,Buterin,cross,1,Z72,267
OvUy02Sc,493535,96.0287,10,3,0,Finney,pacer,0,Z37,275
OvUy02Sc,516871,96.2186,6,9,0,Finney,elite,1,Z20,285
OvUy02Sc,465042,95.8965,5,1,0,Buterin,cross,0,Z47,268
OvUy02Sc,24982,96.1078,7,6,0,Buterin,genesis,0,Z9,251
OvUy02Sc,496247,96.3599,4,11,0,Finney,cross,0,Z24,300
OvUy02Sc,500255,96.0738,9,4,0,Buterin,pacer,0,Z268,246
OvUy02Sc,466759,96.4032,12,12,0,Nakamoto,exclusive,0,Z6,262
OvUy02Sc,491796,96.0942,11,5,0,Buterin,exclusive,1,Z11,295
OvUy02Sc,524619,96.1602,2,7,0,Szabo,cross,0,Z31,235
3mcd1g,485847,96.3848,6,2,0,Buterin,pacer,0,Z268,259
3mcd1g,446460,96.6734,12,11,0,Buterin,cross,0,Z28,296
3mcd1g,509708,96.422,5,3,0,Buterin,exclusive,0,Z18,246
3mcd1g,465042,96.5597,10,6,0,Buterin,cross,0,Z47,268
3mcd1g,424277,96.5974,7,8,0,Szabo,elite,1,Z19,255
3mcd1g,391745,97.0049,2,12,0,Buterin,elite,0,Z20,254
3mcd1g,172906,96.4344,8,4,0,Finney,legendary,0,Z11,263
3mcd1g,509056,96.4973,1,5,0,Szabo,pacer,0,Z26,277
3mcd1g,488741,96.6107,4,9,0,Finney,elite,1,Z18,293
3mcd1g,496247,96.2866,3,1,0,Finney,cross,0,Z24,300
3mcd1g,113391,96.6482,9,10,0,Finney,legendary,1,Z10,281
3mcd1g,432918,96.591,11,7,0,Szabo,elite,0,Z12,285
4XbM92Tq,420472,97.1397,11,12,0,Buterin,cross,1,Z21,277
4XbM92Tq,485847,96.2594,6,6,0,Buterin,pacer,0,Z268,259
4XbM92Tq,476592,95.8859,10,2,0,Finney,exclusive,1,Z17,290
4XbM92Tq,517211,95.8708,9,1,0,Finney,cross,0,Z23,239
4XbM92Tq,491273,96.0976,12,4,0,Buterin,cross,0,Z40,248
